ensembl_gene_id	external_gene_name	entrezgene_id
ENSG00000243498	UBA52P5	
ENSG00000107036	RIC1	57589
ENSG00000165156	ZHX1	11244
ENSG00000130283	GDF1	2657
ENSG00000140807	NKD1	85407
ENSG00000259967		
ENSG00000259417	CTXND1	100996492
ENSG00000284934		
ENSG00000259488	DUT-AS1	
ENSG00000222607	RNU6-628P	
ENSG00000253336		
ENSG00000202542	Y_RNA	
ENSG00000147689	FAM83A	84985
ENSG00000128951	DUT	1854
ENSG00000258091		
ENSG00000243420	RN7SL734P	
ENSG00000110075	PPP6R3	55291
ENSG00000269694		
ENSG00000257329		
ENSG00000198923		
ENSG00000257453	PHLDA1-AS1	
ENSG00000105669	COPE	11316
ENSG00000257839	PHLDA1-DT	
ENSG00000160801	PTH1R	5745
ENSG00000107872	FBXL15	79176
ENSG00000163521	GLB1L	79411
ENSG00000168916	ZNF608	57507
ENSG00000187109	NAP1L1	4673
ENSG00000124508	BTN2A2	10385
ENSG00000178217	SH2D4B	387694
ENSG00000106443	PHF14	9678
ENSG00000260029		
ENSG00000278909		
ENSG00000205414		
ENSG00000212385	RNU6-817P	
ENSG00000260249		
ENSG00000233154	LINC01762	101929023
ENSG00000270120		
ENSG00000264947	MIR3181	100422972
ENSG00000260616		
ENSG00000261703	LINC02168	105371252
ENSG00000260042		
ENSG00000230381		
ENSG00000199771	RNA5SP426	
ENSG00000200547	Y_RNA	
ENSG00000260828	HMGB3P32	
ENSG00000224950		
ENSG00000286276		
ENSG00000177888	ZBTB41	360023
ENSG00000265520	MIR548V	100422850
ENSG00000253168		
ENSG00000212280	RNA5SP256	
ENSG00000274209	ANTXRL	195977
ENSG00000129422	MTUS1	57509
ENSG00000205336	ADGRG1	9289
ENSG00000243364	EFNA4	1945
ENSG00000277758	SYT15B	102724488
ENSG00000249112		
ENSG00000251456		
ENSG00000242814		
ENSG00000248626	GAPDHP40	
ENSG00000251246		
ENSG00000199398	Y_RNA	
ENSG00000172650	AGAP5	729092
ENSG00000143590	EFNA3	1944
ENSG00000113312	TTC1	7265
ENSG00000202027	Y_RNA	
ENSG00000169242	EFNA1	1942
ENSG00000138136	LBX1	10660
ENSG00000189090	FAM25G	100133093
ENSG00000157219	HTR5A	3361
ENSG00000286135		112577516
ENSG00000238021	ODAD2P1	
ENSG00000285737	LINC02680	
ENSG00000154493	C10orf90	118611
ENSG00000225408		
ENSG00000223621	AK4P4	
ENSG00000120215	MLANA	2315
ENSG00000169241	SLC50A1	55974
ENSG00000106477	CEP41	95681
ENSG00000109180	OCIAD1	54940
ENSG00000223908		
ENSG00000247699	FABP6-AS1	
ENSG00000166147	FBN1	2200
ENSG00000145808	ADAMTS19	171019
ENSG00000115661	STK16	8576
ENSG00000230201	ATP6V0CP1	
ENSG00000264113	RN7SL784P	
ENSG00000108556	CHRNE	1145
ENSG00000122884	P4HA1	5033
ENSG00000099219	ERMP1	79956
ENSG00000026950	BTN3A1	11119
ENSG00000205710	C17orf107	100130311
ENSG00000268193		
ENSG00000267632		
ENSG00000105671	DDX49	54555
ENSG00000283929	MIR5010	100847046
ENSG00000267185	PTP4A2P1	
ENSG00000108784	NAGLU	4669
ENSG00000145632	PLK2	10769
ENSG00000169057	MECP2	4204
ENSG00000273682		
ENSG00000266929		
ENSG00000108785	HSD17B1P1	
ENSG00000108786	HSD17B1	3292
ENSG00000160796	NBEAL2	23218
ENSG00000068120	COASY	80347
ENSG00000223452	HMGN2P18	
ENSG00000163463	KRTCAP2	200185
ENSG00000148848	ADAM12	8038
ENSG00000111801	BTN3A3	10384
ENSG00000243910	TUBA4B	80086
ENSG00000273088		
ENSG00000284586	MIR92B	693235
ENSG00000104529	EEF1D	1936
ENSG00000169231	THBS3	7059
ENSG00000054356	PTPRN	5798
ENSG00000271257		
ENSG00000101901	ALG13	79868
ENSG00000265699	MIR548AE2	100616339
ENSG00000250127	LINC02108	101928600
ENSG00000250958	LINC00492	100861468
ENSG00000131470	PSMC3IP	29893
ENSG00000250682	LINC00491	
ENSG00000051128	HOMER3	9454
ENSG00000247402		
ENSG00000286338		
ENSG00000175749	EIF3KP1	
ENSG00000145723	GIN1	54826
ENSG00000229626	PIGCP2	
ENSG00000273055		
ENSG00000238297	U3	
ENSG00000286947		
ENSG00000274654		
ENSG00000259705	FBN1-DT	
ENSG00000273925		
ENSG00000259216		
ENSG00000259469		
ENSG00000261333	CD24P2	
ENSG00000258728		
ENSG00000181827	RFX7	64864
ENSG00000185372	OR2V1	26693
ENSG00000091136	LAMB1	3912
ENSG00000251724	RNU7-175P	
ENSG00000251663	SUMO2P5	
ENSG00000137070	IL11RA	3590
ENSG00000113163	CERT1	10087
ENSG00000225549	SELENOKP3	
ENSG00000111875	ASF1A	25842
ENSG00000236409	NRADDP	
ENSG00000111877	MCM9	254394
ENSG00000275940	MRPL57P3	
ENSG00000229589	ACVR2B-AS1	100128640
ENSG00000261072		
ENSG00000275417		
ENSG00000114739	ACVR2B	93
ENSG00000199784	RNU6-1287P	
ENSG00000261174	HMGB1P33	
ENSG00000260382		
ENSG00000198690	FAN1	22909
ENSG00000119321	FKBP15	23307
ENSG00000287710		
ENSG00000141699	RETREG3	162427
ENSG00000105329	TGFB1	7040
ENSG00000235099		
ENSG00000213187	COPS5P1	
ENSG00000135333	EPHA7	2045
ENSG00000130175	PRKCSH	5589
ENSG00000204021	LIPK	643414
ENSG00000207512	Y_RNA	
ENSG00000236263		
ENSG00000230683	DDTP1	
ENSG00000236675	MTX1P1	
ENSG00000232439	RPL18AP7	
ENSG00000155256	ZFYVE27	118813
ENSG00000177628	GBA	2629
ENSG00000240429	LRRFIP1P1	
ENSG00000121864	ZNF639	51193
ENSG00000280183		
ENSG00000267189	ATP5MGP7	
ENSG00000267132	HMGB3P27	
ENSG00000037042	TUBG2	27175
ENSG00000068137	PLEKHH3	79990
ENSG00000260743		
ENSG00000180425	C11orf71	54494
ENSG00000171109	MFN1	55669
ENSG00000207647	MIR153-1	406944
ENSG00000230432		
ENSG00000076053	RBM7	10179
ENSG00000229862	EEF1A1-AS1	
ENSG00000182698	RESP18	389075
ENSG00000218459	RPS27P15	
ENSG00000204283	LINC01973	400624
ENSG00000238898	RNU1-80P	
ENSG00000279600		
ENSG00000267463	UBE2V2P2	
ENSG00000261628		
ENSG00000238658	RNU6-625P	
ENSG00000267679	EIF5AP2	
ENSG00000166912	MTMR10	54893
ENSG00000135297	MTO1	25821
ENSG00000167900	TK1	7083
ENSG00000234162		
ENSG00000119147	ECRG4	84417
ENSG00000150054	MPP7	143098
ENSG00000116521	SCAMP3	10067
ENSG00000266933	MADCAM1-AS1	
ENSG00000141933	TPGS1	91978
ENSG00000178966	RMI1	80010
ENSG00000099804	CDC34	997
ENSG00000165269	AQP7	364
ENSG00000133794	ARNTL	406
ENSG00000115652	UXS1	80146
ENSG00000288759		
ENSG00000224765	LINC02931	
ENSG00000267624		
ENSG00000289245		
ENSG00000289620		
ENSG00000229547	UBE2DNL	100131816
ENSG00000089685	BIRC5	332
ENSG00000228427		107985688
ENSG00000197540	GZMM	3004
ENSG00000213468	FIRRE	286467
ENSG00000176444	CLK2	1196
ENSG00000212526	RNU6-466P	
ENSG00000259720		
ENSG00000095637	SORBS1	10580
ENSG00000207702	MIR211	406993
ENSG00000134160	TRPM1	4308
ENSG00000276097		
ENSG00000176490	DIRAS1	148252
ENSG00000223773	CD99P1	401577
ENSG00000267001		
ENSG00000286460		
ENSG00000261342		
ENSG00000141873	SLC39A3	29985
ENSG00000104969	SGTA	6449
ENSG00000224281	SLC25A5-AS1	100303728
ENSG00000289864		
ENSG00000229151		
ENSG00000280195		
ENSG00000289068		
ENSG00000143630	HCN3	57657
ENSG00000223546	LINC00630	
ENSG00000114450	GNB4	59345
ENSG00000165271	NOL6	65083
ENSG00000138758	SEPTIN11	55752
ENSG00000283914		
ENSG00000267676	THA1P	
ENSG00000279886		
ENSG00000204277	LINC01993	100996291
ENSG00000289890		
ENSG00000143627	PKLR	5313
ENSG00000289007		101928092
ENSG00000184619	KRBA2	124751
ENSG00000234129	HCCS-DT	
ENSG00000177469	CAVIN1	284119
ENSG00000238704	RNU7-97P	
ENSG00000264314	MIR548AT	100847030
ENSG00000267222		
ENSG00000270069	MIR222HG	
ENSG00000257941		
ENSG00000258304		
ENSG00000257872		
ENSG00000289870		
ENSG00000252858	RNU6-1271P	
ENSG00000078237	TIGAR	57103
ENSG00000236064		101928335
ENSG00000284377		105373347
ENSG00000233339		
ENSG00000226530		
ENSG00000273595		
ENSG00000168610	STAT3	6774
ENSG00000213295	RPL22P10	
ENSG00000253074	RNU6-586P	
ENSG00000213970		
ENSG00000252116	RNU4ATAC4P	
ENSG00000224061	SRSF3P4	
ENSG00000228523	DNAJB6P4	
ENSG00000223263	RNU6-387P	
ENSG00000230590	FTX	100302692
ENSG00000207504	RNU6-1031P	
ENSG00000118972	FGF23	8074
ENSG00000238139		
ENSG00000130713	EXOSC2	23404
ENSG00000223760	MED15P9	285103
ENSG00000197721	CR1L	1379
ENSG00000118971	CCND2	894
ENSG00000152076	CCDC74B	91409
ENSG00000244703	CD46P1	
ENSG00000226289	CDCA4P3	
ENSG00000285239		
ENSG00000234219	CDCA4P4	
ENSG00000174059	CD34	947
ENSG00000135414	GDF11	10220
ENSG00000138738	PRDM5	11107
ENSG00000205323	SARNP	84324
ENSG00000172009	THOP1	7064
ENSG00000285719		
ENSG00000284237	LINC02767	
ENSG00000242539		
ENSG00000158731	OR10J6P	
ENSG00000201746	RNU6-828P	
ENSG00000264881		
ENSG00000199562	RNU6-37P	
ENSG00000272699		
ENSG00000264501	RN7SL731P	
ENSG00000284735		
ENSG00000239255		
ENSG00000284642		
ENSG00000181260	MTHFD2P7	
ENSG00000142657	PGD	5226
ENSG00000127399	LRRC61	65999
ENSG00000136518	ACTL6A	86
ENSG00000152082	MZT2B	80097
ENSG00000257390		
ENSG00000261305		
ENSG00000228467		
ENSG00000212864	RNF208	727800
ENSG00000106538	RARRES2	5919
ENSG00000165684	SNAPC4	6621
ENSG00000257509		
ENSG00000123353	ORMDL2	29095
ENSG00000271989		
ENSG00000152086	TUBA3E	112714
ENSG00000251503	CENPS-CORT	100526739
ENSG00000123342	MMP19	4327
ENSG00000227632		
ENSG00000283329	FAM240B	110806297
ENSG00000207581	MIR199B	406978
ENSG00000264823	MIR3154	100422893
ENSG00000230756	RHOQP3	
ENSG00000119508	NR4A3	8013
ENSG00000213225	NOC2LP1	
ENSG00000189184	PCDH18	54510
ENSG00000188542	DUSP28	285193
ENSG00000122008	POLK	51426
ENSG00000261633		
ENSG00000175279	CENPS	378708
ENSG00000182885	ADGRG3	222487
ENSG00000237007	KRT18P52	
ENSG00000242272	AK2P2	
ENSG00000273165		
ENSG00000162961	DPY30	84661
ENSG00000182985	CADM1	23705
ENSG00000160049	DFFA	1676
ENSG00000136874	STX17	55014
ENSG00000271228		
ENSG00000172006	ZNF554	115196
ENSG00000152683	SLC30A6	55676
ENSG00000150627	WDR17	116966
ENSG00000240449	REPIN1-AS1	
ENSG00000227073	SDHDP2	
ENSG00000155561	NUP205	23165
ENSG00000203469		
ENSG00000257966	OLA1P3	
ENSG00000236035	NSA2P1	
ENSG00000186300	ZNF555	148254
ENSG00000257569	GSTP1P1	
ENSG00000221643	SNORA77	677843
ENSG00000122188	LAX1	54900
ENSG00000260467		
ENSG00000065357	DGKA	1606
ENSG00000159625	DRC7	84229
ENSG00000288644		
ENSG00000227417		
ENSG00000223505	RPL35AP5	
ENSG00000267063		
ENSG00000287766		
ENSG00000172000	ZNF556	80032
ENSG00000182004	SNRPE	6635
ENSG00000267398		
ENSG00000236430	KRT8P29	
ENSG00000079999	KEAP1	9817
ENSG00000130768	SMPDL3B	27293
ENSG00000229816	DDX50P1	
ENSG00000272910		
ENSG00000201113	RNU6-647P	
ENSG00000272660		
ENSG00000234253	RPL7P13	
ENSG00000212580	SNORA75	
ENSG00000285548		
ENSG00000136522	MRPL47	57129
ENSG00000230327	MTCO1P42	
ENSG00000283058		
ENSG00000216191	MIR8485	103504737
ENSG00000238165		
ENSG00000286412		
ENSG00000287867		
ENSG00000223318	RNA5SP111	
ENSG00000187806	TMEM202	338949
ENSG00000254571		
ENSG00000239908	RN7SL75P	
ENSG00000238172	RPS2P35	
ENSG00000270995		
ENSG00000231697	NANOGP5	
ENSG00000145002	FAM86B2	653333
ENSG00000153253	SCN3A	6328
ENSG00000271072	PHB1P20	
ENSG00000261187		
ENSG00000136861	CDK5RAP2	55755
ENSG00000267197		
ENSG00000235244	DANT2	642776
ENSG00000130734	ATG4D	84971
ENSG00000164920	OSR2	116039
ENSG00000213614	HEXA	3073
ENSG00000227486		
ENSG00000227050		
ENSG00000238231		
ENSG00000240750	RN7SL559P	
ENSG00000233382	NKAPP1	158801
ENSG00000158156	XKR8	55113
ENSG00000239096		
ENSG00000178772	CPN2	1370
ENSG00000172061	LRRC15	131578
ENSG00000271483		
ENSG00000182118	FAM89A	375061
ENSG00000252053	RNU6-1101P	
ENSG00000232873	RPL23AP93	
ENSG00000234062	TM9SF5P	
ENSG00000272707		
ENSG00000158941	CCAR2	57805
ENSG00000283799	MIR1182	100302132
ENSG00000041802	LSG1	55341
ENSG00000227934		
ENSG00000229595		
ENSG00000138757	G3BP2	9908
ENSG00000260438		
ENSG00000143633	C1orf131	128061
ENSG00000140854	KATNB1	10300
ENSG00000289591		
ENSG00000110680	CALCA	796
ENSG00000233928		
ENSG00000231566	LINC02595	
ENSG00000289923		
ENSG00000289038		
ENSG00000286650		
ENSG00000235437	LINC01278	92249
ENSG00000238364	RNU7-140P	
ENSG00000221410	MIR1238	100302226
ENSG00000248881		
ENSG00000272040		
ENSG00000185112	FAM43A	131583
ENSG00000134107	BHLHE40	8553
ENSG00000129347	KRI1	65095
ENSG00000189045	ANKDD1B	728780
ENSG00000281912	LINC01144	400752
ENSG00000288208		
ENSG00000132773	TOE1	114034
ENSG00000287757		
ENSG00000288595		
ENSG00000271414		
ENSG00000223718		
ENSG00000238906		
ENSG00000289237		
ENSG00000288856		
ENSG00000258545	RHOXF1-AS1	101928969
ENSG00000230182	RNF10P1	
ENSG00000224082	UBTFL8	
ENSG00000136193	SCRN1	9805
ENSG00000274536	MIR223HG	115891964
ENSG00000236751	LINC01186	
ENSG00000070759	TESK2	10420
ENSG00000039139	DNAH5	1767
ENSG00000207283	Y_RNA	
ENSG00000237566		
ENSG00000289959		
ENSG00000233093	LINC00892	100128420
ENSG00000134108	ARL8B	55207
ENSG00000197180	ATP6AP1-DT	158960
ENSG00000281566		
ENSG00000289132		
ENSG00000276166		
ENSG00000274816	MIR6772	102465463
ENSG00000187185		388282
ENSG00000169446	MMGT1	93380
ENSG00000236872	PPIAP36	
ENSG00000206833	RNU6-20P	
ENSG00000280670	CCDC163	126661
ENSG00000126970	ZC4H2	55906
ENSG00000233912		
ENSG00000175567	UCP2	7351
ENSG00000268509		
ENSG00000134109	EDEM1	9695
ENSG00000083799	CYLD	1540
ENSG00000227014	FKBP14-AS1	
ENSG00000106080	FKBP14	55033
ENSG00000289215		
ENSG00000198947	DMD	1756
ENSG00000132763	MMACHC	25974
ENSG00000231519		
ENSG00000106624	AEBP1	165
ENSG00000265180	MIR4790	100616334
ENSG00000241227	RN7SL553P	
ENSG00000230944		
ENSG00000287882		
ENSG00000260670		
ENSG00000244345		
ENSG00000199469	RNU1-62P	
ENSG00000239568		
ENSG00000221953	LINC02897	388759
ENSG00000242568		
ENSG00000226164	FGFR3P6	
ENSG00000242775		
ENSG00000224014		
ENSG00000244586	WNT5A-AS1	
ENSG00000215795		
ENSG00000242317		
ENSG00000259865		
ENSG00000240777		
ENSG00000227671	ZNF731P	
ENSG00000281708	ERC2-IT1	711
ENSG00000264013	MIR3938	100500875
ENSG00000200379	RN7SKP45	
ENSG00000200238	RNA5SP133	
ENSG00000283881	MIR3916	100500849
ENSG00000252516	RNA5SP82	
ENSG00000232347		
ENSG00000214144		
ENSG00000180376	CCDC66	285331
ENSG00000235818	VN1R17P	
ENSG00000197617	VN1R5	
ENSG00000202079	Y_RNA	
ENSG00000286216		
ENSG00000129355	CDKN2D	1032
ENSG00000203664	OR2W5P	441932
ENSG00000169224	GCSAML	148823
ENSG00000129354	AP1M2	10053
ENSG00000078674	PCM1	5108
ENSG00000131626	PPFIA1	8500
ENSG00000049167	ERCC8	1161
ENSG00000124588	NQO2	4835
ENSG00000284412	MIR4649	100616346
ENSG00000252848	RNA5SP230	
ENSG00000106631	MYL7	58498
ENSG00000233204	MAPRE1P3	
ENSG00000288089		
ENSG00000238782	RNU7-9P	
ENSG00000235993		
ENSG00000222344	RNU6-613P	
ENSG00000153832	FBXO36	130888
ENSG00000271010		
ENSG00000138795	LEF1	51176
ENSG00000129353	SLC44A2	57153
ENSG00000235538		
ENSG00000252333	RNU6-964P	
ENSG00000231534	FBXO36-IT1	
ENSG00000206725	RNU6-1027P	
ENSG00000227602		
ENSG00000220666	RCC2P7	
ENSG00000163053	SLC16A14	151473
ENSG00000231441	DST-AS1	
ENSG00000176428	VPS37D	155382
ENSG00000216854	RPL17P26	
ENSG00000200224	RNU6-626P	
ENSG00000273973		
ENSG00000151917	BEND6	221336
ENSG00000258554		
ENSG00000184574	LPAR5	57121
ENSG00000176410	DNAJC30	84277
ENSG00000240265		
ENSG00000240842		
ENSG00000241667		
ENSG00000241665	RN7SL418P	
ENSG00000111644	ACRBP	84519
ENSG00000199400	RNY4P19	
ENSG00000219790	OSTCP6	
ENSG00000284622	SCYGR10	112441436
ENSG00000218980	FTH1P15	
ENSG00000236116		
ENSG00000071462	BUD23	114049
ENSG00000276576	MRPL30P1	
ENSG00000168116	KIAA1586	57691
ENSG00000236817		
ENSG00000135917	SLC19A3	80704
ENSG00000168356	SCN11A	11280
ENSG00000177489	OR2G2	81470
ENSG00000177476	OR2G3	81469
ENSG00000283369	U6	
ENSG00000230411	OR3D1P	
ENSG00000251977	RNU6-991P	
ENSG00000252254	Y_RNA	
ENSG00000227854		
ENSG00000287589		
ENSG00000259776		
ENSG00000233355	CHRM3-AS2	100506915
ENSG00000234601	CHRM3-AS1	100873984
ENSG00000137166	FOXP4	116113
ENSG00000231979		
ENSG00000215805		
ENSG00000287102		
ENSG00000217327	RPS7P5	
ENSG00000228818		
ENSG00000202041	Y_RNA	
ENSG00000223694	ADH5P3	
ENSG00000233735		
ENSG00000133019	CHRM3	1131
ENSG00000252346	RNA5SP121	
ENSG00000226718	SNRPGP8	
ENSG00000229172		
ENSG00000162636	FAM102B	284611
ENSG00000115009	CCL20	6364
ENSG00000197062	ZSCAN26	7741
ENSG00000183514	TDGF1P2	
ENSG00000123977	DAW1	164781
ENSG00000111653	ING4	51147
ENSG00000203734	ECT2L	345930
ENSG00000213339	QTRT1	81890
ENSG00000140548	ZNF710	374655
ENSG00000239939	RPSAP34	
ENSG00000278589	ZACNP1	
ENSG00000162639	HENMT1	113802
ENSG00000250485	EXOC7P1	
ENSG00000138696	BMPR1B	658
ENSG00000265871	MIR3174	100422841
ENSG00000273691		
ENSG00000259291	ZNF710-AS1	109729181
ENSG00000276376	U7	
ENSG00000182054	IDH2	3418
ENSG00000272237		
ENSG00000201006	Y_RNA	
ENSG00000229774		
ENSG00000235558	GUSBP17	
ENSG00000074047	GLI2	2736
ENSG00000250387	LINC02197	
ENSG00000253985		
ENSG00000169040	PMCHL2	5370
ENSG00000259962		
ENSG00000262714		
ENSG00000249981		107987420
ENSG00000249981		107987434
ENSG00000279741		
ENSG00000280027		
ENSG00000252569	RNU6-1153P	
ENSG00000253536		
ENSG00000259926		
ENSG00000247911	HMGN1P12	
ENSG00000279344		
ENSG00000164326	CARTPT	9607
ENSG00000279722		
ENSG00000166971	AKTIP	64400
ENSG00000207972	MIR638	693223
ENSG00000265879	MIR4748	100616425
ENSG00000207752	MIR199A1	406976
ENSG00000275640	MIR6793	102466737
ENSG00000099203	TMED1	11018
ENSG00000278824		
ENSG00000202092	RNA5SP190	
ENSG00000213663		
ENSG00000249919	FABP5P6	
ENSG00000164674	SYTL3	94120
ENSG00000250895	TUBAP15	
ENSG00000015592	STMN4	81551
ENSG00000234259		
ENSG00000271709		
ENSG00000201584	Y_RNA	
ENSG00000234455		
ENSG00000133835	HSD17B4	3295
ENSG00000225963		
ENSG00000214212	C19orf38	255809
ENSG00000283451		
ENSG00000177383	MAGEF1	64110
ENSG00000259685	IDH2-DT	
ENSG00000279980	GABARAPL3	23766
ENSG00000229433	LINC02069	101928992
ENSG00000238244	GABARAPL3	
ENSG00000196391	ZNF774	342132
ENSG00000273403		
ENSG00000186340	THBS2	7058
ENSG00000272922		
ENSG00000288576		
ENSG00000187068	C3orf70	285382
ENSG00000106089	STX1A	6804
ENSG00000079263	SP140	11262
ENSG00000223358	EHHADH-AS1	339926
ENSG00000267544	HIKESHIP2	117751740
ENSG00000229704	EIF2S2P2	
ENSG00000264614	MIR5588	100847054
ENSG00000285923		
ENSG00000259262	NDUFA3P4	
ENSG00000109927	TECTA	7007
ENSG00000109927	TECTA	116804918
ENSG00000134186	PRPF38B	55119
ENSG00000140575	IQGAP1	8826
ENSG00000156931	VPS8	23355
ENSG00000130844	ZNF331	55422
ENSG00000287909		
ENSG00000275191		
ENSG00000143107	FNDC7	163479
ENSG00000261630		
ENSG00000280392		
ENSG00000260194		
ENSG00000204991	SPIRE2	84501
ENSG00000157869	RAB28	9364
ENSG00000110427	KIAA1549L	25758
ENSG00000232971		
ENSG00000116266	STXBP3	6814
ENSG00000159335	PTMS	5763
ENSG00000112337	SLC17A2	10246
ENSG00000258679		
ENSG00000120451	SNX19	399979
ENSG00000273536		
ENSG00000258816		
ENSG00000212383		
ENSG00000170426	SDR9C7	121214
ENSG00000278400		
ENSG00000278399		
ENSG00000287715		
ENSG00000166856	GPR182	11318
ENSG00000267658	RAB5C-AS1	
ENSG00000141002	TCF25	22980
ENSG00000089558	KCNH4	23415
ENSG00000166860	ZBTB39	9880
ENSG00000253859		
ENSG00000147588	PMP2	5375
ENSG00000166863	TAC3	6866
ENSG00000265724	MIR4284	100422948
ENSG00000241709	RN7SL265P	
ENSG00000165215	CLDN3	1365
ENSG00000198879	SFMBT2	57713
ENSG00000165171	METTL27	155368
ENSG00000228076		
ENSG00000203897	SPATA42	642864
ENSG00000237349		
ENSG00000244716		
ENSG00000228665		
ENSG00000228054	RANP5	
ENSG00000273382	TMEM167B-DT	
ENSG00000215717	TMEM167B	56900
ENSG00000256394	ASIC5	51802
ENSG00000205186	FABP9	646480
ENSG00000170323	FABP4	2167
ENSG00000175877	TMEM270	135886
ENSG00000278249	SCARNA2	677766
ENSG00000270066		
ENSG00000251484		
ENSG00000137252	HCRTR2	3062
ENSG00000161610	HCRT	3060
ENSG00000151790	TDO2	6999
ENSG00000261467		
ENSG00000272915		
ENSG00000167925	GHDC	84514
ENSG00000106344	RBM28	55131
ENSG00000132676	DAP3	7818
ENSG00000204701	OR2J3	442186
ENSG00000253374		
ENSG00000204657	OR2H2	7932
ENSG00000237264	FTH1P11	
ENSG00000203907	OOEP	441161
ENSG00000251521	IMPA1P1	
ENSG00000256162	SMLR1	100507203
ENSG00000124701	APOBEC2	10930
ENSG00000254151	NIPA2P4	
ENSG00000240427	RPS26P34	
ENSG00000272221		
ENSG00000205184	SLC10A5P1	
ENSG00000204520	MICA	100507436
ENSG00000133731	IMPA1	3612
ENSG00000249013	FTH1P21	
ENSG00000256043	CTSO	1519
ENSG00000054965	FAM168A	23201
ENSG00000201957		
ENSG00000196455	PIK3R4	30849
ENSG00000280295		
ENSG00000288587		
ENSG00000267758		
ENSG00000236194		
ENSG00000199332	Y_RNA	
ENSG00000230174	LINC01149	101929111
ENSG00000278829		
ENSG00000266126		
ENSG00000233902		
ENSG00000261033	SPECC1-DT	
ENSG00000286940	MICB-DT	102725068
ENSG00000225681		
ENSG00000225014	KCTD9P1	
ENSG00000206337	HCP5	10866
ENSG00000212186	RNU6-258P	
ENSG00000252971	RNU6-1057P	
ENSG00000276577	RNU6-467P	
ENSG00000266839		
ENSG00000278701	Metazoa_SRP	
ENSG00000214832	UPF3AP2	
ENSG00000242261		
ENSG00000238750	RNU7-27P	
ENSG00000010244	ZNF207	7756
ENSG00000216657	GLRX3P2	
ENSG00000224940	PRRT4	401399
ENSG00000279926		
ENSG00000272248		
ENSG00000230648		
ENSG00000112739	PRPF4B	8899
ENSG00000259177		
ENSG00000207260	RNU6-35P	
ENSG00000188716	DUSP29	338599
ENSG00000259212		
ENSG00000170522	ELOVL6	79071
ENSG00000186104	CYP2R1	120227
ENSG00000259314		
ENSG00000285560		
ENSG00000259746	HSPE1P3	
ENSG00000188611	ASAH2	56624
ENSG00000166145	SPINT1	6692
ENSG00000279964		
ENSG00000283118		
ENSG00000106348	IMPDH1	3614
ENSG00000279166		
ENSG00000238057	ZEB2-AS1	100303491
ENSG00000263940	RN7SL275P	
ENSG00000248200		
ENSG00000166530	HSBP1P2	
ENSG00000250594	RNF14P2	
ENSG00000212160	RNU6-205P	
ENSG00000250304	ZBED1P1	
ENSG00000251464	RPL7L1P13	
ENSG00000251046	ZNF969P	
ENSG00000199894		
ENSG00000250511		
ENSG00000249519	LINC01438	
ENSG00000215961	MIR297	100126354
ENSG00000288692		
ENSG00000251483	LYPLA1P2	
ENSG00000275372		
ENSG00000175544	CABP4	57010
ENSG00000273537		
ENSG00000251312		
ENSG00000277444		
ENSG00000200963	RNU6-289P	
ENSG00000248656		
ENSG00000232125	DYTN	391475
ENSG00000241722		
ENSG00000250855		
ENSG00000249815	LINC02945	
ENSG00000222783	RN7SKP212	
ENSG00000285631		
ENSG00000232829	GSTO3P	
ENSG00000288691		105377369
ENSG00000284095		
ENSG00000288685		
ENSG00000250592		
ENSG00000250556	CCDC34P1	
ENSG00000250307	TUBB8P3	
ENSG00000252894	Y_RNA	
ENSG00000249098		
ENSG00000251579		
ENSG00000240459		
ENSG00000250129		
ENSG00000174749	FAM241A	132720
ENSG00000201550	RNU6-726P	
ENSG00000243280		
ENSG00000163347	CLDN1	9076
ENSG00000166866	MYO1A	4640
ENSG00000260526	AP1AR-DT	
ENSG00000138660	AP1AR	55435
ENSG00000149294	NCAM1	4684
ENSG00000145975	FAM217A	222826
ENSG00000150201	FXYD4	53828
ENSG00000231047	GCNT1P3	
ENSG00000134324	LPIN1	23175
ENSG00000113946	CLDN16	10686
ENSG00000169813	HNRNPF	3185
ENSG00000288964		
ENSG00000289275		
ENSG00000289603		
ENSG00000254254	PENK-AS1	101929415
ENSG00000185689	C6orf201	404220
ENSG00000227673		
ENSG00000203761	MSTO2P	
ENSG00000255494	LINC00681	101409254
ENSG00000289316		
ENSG00000246263	UBR5-DT	
ENSG00000234937		
ENSG00000179335	CLK3	1198
ENSG00000132718	SYT11	23208
ENSG00000289263		
ENSG00000254153	LINC02950	
ENSG00000272567		
ENSG00000145365	TIFA	92610
ENSG00000221400	SNORD3J	109616985
ENSG00000249816	LINC00964	157381
ENSG00000230555	LINC02916	
ENSG00000283442	U4	
ENSG00000252532	RNU7-193P	
ENSG00000236114		
ENSG00000196793	ZNF239	8187
ENSG00000251441	RTEL1P1	
ENSG00000143622	RIT1	6016
ENSG00000248697	TOX4P1	
ENSG00000267048		
ENSG00000258839	MC1R	4157
ENSG00000109736	MFSD10	10227
ENSG00000198211		
ENSG00000198721	ECI2	10455
ENSG00000287852		
ENSG00000232004	CAP1P2	
ENSG00000198298	ZNF485	220992
ENSG00000259006		
ENSG00000141013	GAS8	2622
ENSG00000223910	ZNF32-AS3	414201
ENSG00000237389		
ENSG00000238263	RPL21P88	
ENSG00000169740	ZNF32	7580
ENSG00000017260	ATP2C1	27032
ENSG00000226245	ZNF32-AS1	414197
ENSG00000230565	ZNF32-AS2	414208
